review,score
"This is what i found in the last box i purchased and i figured it was just a strange occurrence; but, this time again, i found that in each pack of nuts there were at least 3 and up to 5 empty shells with no nut inside. The missing nuts were not loose in the package. They simply were not there.  I was paying for empty pistachio shells.  This might occur in a pack here and there - but every single pack in the box?  I like the portion size since it helps control me from eating to many nuts in a sitting; but, I want to get my money's worth.  I will look around for another product. I have purchased these nuts 5 times in the past - usually a couple of boxes at a time and never had this complaint before. The price went up but the amount of nuts i am getting went down. :-(",3.0
I like the snack back for work.,5.0
"Healthy on the go snack. Very good portion size, bordering on too big for a travel snack for one person. But that's not a bad thing!  very yummy and fresh.",5.0
"The bag was only about 2/3 full so I decided to weigh it. These are delicious, but when I pay for a 14oz bag of pistachios, I expect to get a 14oz bag of pistachios.",2.0
But this current bag has hardly any flavoring on them.  It’s disappointing.,3.0
"I was surprised how good these were. I usually purchase the small bags as a treat, but purchasing this size costs about half the money. They are always super fresh, and that makes them taste even better. Warning. These are addicting.",5.0
Great,5.0
"Have purchased this popcorn in the past and loved it...however this time each bite was full of hulls, very disappointing. Maybe using cheaper kernals? At any rate for the price will not order again.",3.0
so good and healthy a little pricy but worth it,5.0
NOT AS GOOD AS I EXPECTED FOR THE PRICE.,3.0
Love this popcorn.,5.0
"These are definitely small servings so when there are a lot of hulls, the content leaves much to be desired.",2.0
Absolutely love this popcorn.,5.0
Great Taste… Love this Product,5.0
These feel and taste different than store bought brands. They don't upset my stomach like other brands do and they taste great. They are perfectly salted and not greasy at all.,5.0
"This Lesser Evil popcorn tastes soooo great, just like butter. It’s a great snack for everyone. It’s a great value for the money.",5.0
"I love this brand! I have the popcorn kernels and have been purchasing it already popped. It is so delicious, I can not stop eating it until the bag is almost empty!!! Its just so light, and non greasy, and delicious.",5.0
meh - tastes kinda like pencil eraser,3.0
While these were soft and fresh I was disappointed with the flavors. There was no taste difference in them. All colors tasted the same. Kiddos said rhe same thing. Maybe a bad batch but not sure as I've never tried them before.,3.0
The lifesavers gummies were soft and chewy. I really liked the flavor combinations. They were delivered on time and undamaged.,5.0
I did liked the rubbery texture of this candy.😣 But the flavors were tasty. I won't buy again because they aren't soft.,2.0
"I had to scoop these up for the price, my son loves these so grab them when I can.",5.0
Love that the flavors are split and I never know which one I'm going to get!,5.0
Could of been more then 1 for a good price,3.0
My kids love these gummy lifesavers..,5.0
Yummy,5.0
Expensive,4.0
"Quaker Oats is too big of a company to have this many bags in a production run ending up underweigt or with as much  ariance in portion size between bags as i observed. Either their bagging equipment or weighing equipment was severely out of whack when my box was produced or they're straight up ripping is off. Numerous bags across all flavors had anywhere from 4-12 rice cakes in them. As soon as I noticed one bag had so few rice cakes, I grabbed others from the box. I could tell from touch that some bags were noticeably empty. I took out my kitchen gram scale, and sure enough the bags that had only a few rice cakes inside were significantly under the noted weight on the packaging.It's bad enough we pay more money today for smaller portion sizes than we did pre-pandemic. I won't stand for being ripped off by Quaker.",2.0
Really great snack to have on hand.  Not too salty or overly messy.,5.0
"Ordered these rice cakes for an easy, somewhat healthy snack (compared to a lot of other options). The portion size is quite small with each bag containing ~10 mini rice cakes. I could get over the portion size but the salt/seasoning is just too much. The caramel ones are good. The cheddar and ranch ones are both crazy salty/overseasoned. Mind you, I tend to think Doritos, Cheeto's, etc. also have way too much seasoning on them so use that for comparison purposes when considering my review. Others may love the flavor-train but it's way more than I prefer. No comment on the Apple & Cinnamon, as I've not tried that one yet. All that aside, what I received was fresh so there's that.",2.0
"Very small serving in each bag, less than 8 in bag....Don't waste your money",1.0
"I am diabetic and crave sweets but cant have them, these flavored rice cakes are the ticket!!!",5.0
I don't care for the sweet sugary taste.,4.0
Snacks healthy,1.0
About half of the packs was stale.,4.0
Excellent low calorie snack and they are delicious! Trying to lose weight and this is a great snack option over potato chips. We ate the entire box within a week or so. Will purchase again.,5.0
Variety pack is perfect for the entire family. Healthier then most snacks & good. Works for us!,5.0
Thankful that I can it as subscriptions so it automatically comes each month,5.0
They’re Kind Bars. What else can you say.,5.0
Appreciate having a healthy and great tasting snack that is low in sugar!,5.0
This is a delicious and nutritious snack.  I use it for forgotten lunch. All different kinds of flavors but this was my favorite. 😉,5.0
"I'd be lying if I didn't say these are sometimes a meal replacement when it's crazy busy with work, but usually this is and afternoon snack. Solid ingredients, 6g of protein, and super tasty!",5.0
I like the taste and texture. Sometimes my blood sugar drops and it is a good treat until I get a meal! Low Calorie.,5.0
they taste good & are crunchy,5.0
Very good and low in sugar.,5.0
Love the alternative to all the chocolate flavored kind bars.,5.0
"They put 36 bars in a large box , but it's half full. Never buying kind bars again. Shameful.",1.0
More like pretzel dust,1.0
This is the 2nd time buying these and this bag tasted stale so I threw them away. My first bag wasn’t tasting off.,3.0
For the price these...pretzels are very TASTY.,5.0
They are fair. But somehow shipping department thinks it is a good idea to ship via USPS in a bag.,2.0
Pretzels arrived broken into small pieces and definitely don't taste like honey wheat pretzel. I don't think there is any honey on it. Overall poor quality. I wonder if Jeff Pesos would like to eat those for a snack🤔... I guess his answer would be-  thanks but no thanks!,1.0
Not much taste and overpriced.  I would not order again.,2.0
"Didn’t think I would like these. I was wrong, they are so good. Not overly sweet, the right amount of salt and a great wheat flavor. Will buy again.",5.0
My youngest son is obsessed with these! I always have a pack at my house and everyone snacks on them!,5.0
Bland with almost no flavor. Also seemed like they might be a little stale immediately upon opening the sealed bag,2.0
I found these honey wheat pretzels exceptionally dry and lacking any flavor honey or otherwise.  I will not be buying these again .,2.0
I am allergic to gluten and dairy. These taste so good that even my kid was eating them. I’ve not only had these but other products from this company. It’s all good! Gluten free can get expensive so I only buy one thing at a time to try! These are worth it. I quickly ordered more!,5.0
"I bought these for a friend who has Celiac's and they loved them! Perfect options for people who cannot have gluten, but want a nice premade crunchy chocolate chip cookie.",5.0
These are the best crunchy cookies. Way better than Keebler or chips ahoy and they’re a lot better for you. I will Be buying again for sure!,5.0
I love these cookies with a nice cup of coffee! The taste is just right!,5.0
Cookies were received as crumbs. Not 1 whole cookie was in any of the 3 containers,1.0
Taste exactly like Famous Amos cookies just a little less sweet. So delicious with ice cream! ♥️ thankful for gluten free and wholesome ingredient alternatives to my favs!,5.0
I've had better. Nice crunch but the flavor is not what I expected.  Maybe if they were chocolate with chocolate chips.,3.0
All I got is broken cookies and powder,1.0
"They take too long to ship!  But they are fresh ,and good flavor too them! Wish they were less expensive!!",4.0
I tried to do healthy and my children got sore throats from eating product.,3.0
"The vendor took great care in packaging the item to prevent heat damage during shipping. Great value, and great purchasing  experience",5.0
"This is a great candy bar! The combination of flavors and crunchiness is very tasty. This package provides enough candy for weeks, so be careful!",5.0
we love these treats good value for a whole box,5.0
Bestest taste. Bestest chocolate with luscious creamy center. A ten in my book.,5.0
I loved it,5.0
I just introduced the kids to this product and it is a hit.,5.0
My favorite,5.0
Great product for the price When they are less than what they are now,5.0
Excellent job,5.0
Oh my… where have these been?,5.0
These cookies are too good for me.,4.0
"These are just ok, not a lot of flavor.",3.0
3 bags if cookies came in 1 box and looked ok.once I opened the individual bags all the cookies inside were crushed,1.0
Really good!!  Excellent price.,5.0
"No matter how delicious this cookie tastes, when I discovered uses GMO ingredients I have to pass on them.I thought Pepperidge Farm cared about quality and wholesomeness. Guess I was wrong.Going to try Annie's.",1.0
Who in their  right mind can turn away from double stuffed dark chocolate!,5.0
"Package of 3 bags better bargain than plastic containerwith 20 x 2 packets. Fresh, always tasty, Milanos are fab.Maybe my imagination but appears the chocolate fillingis smaller these days!?",5.0
These cookies are delicious,5.0
Everything was fine with this order.  I have to hide my Milanos to make them last longer!,5.0
Gift for my Physician! So grateful.,5.0
The freshness & flavors are out. I had to eat a 2nd one.,5.0
I really like that it wasn’t squished box and fresh.,5.0
"I didn't expect to like these as much as I do. They are REALLY good. I like the blueberry and vanilla bars, too. :)",5.0
"Looks like I’m going to have to give up one of my favorite snacks. I’ve discovered that these cause bad gas. This flavor is the worst. Also the caramel.The one that causes the least gas is the dark chocolate almond.It’s disappointing. Neither nuts or cranberries give me gas, so it must be something else.The last box I got was really lacking in cranberry pieces, too.",3.0
Love these KIND Bars. Tasty and Healthy.  Good value for the money. Arrive Quickly.,5.0
Kind makes some great stuff. This? Not so much.,3.0
It has funky smell and my kids refuse to eat.,1.0
These cranberry kind bars are delicious. I started eating kind bars 15 years ago when I began to change my diet in a quest to lose weight. Over an 18 month period and 2 kind bars a day combined with a healthy diet I lost 160 pounds. I still eat 2 bars per day.,5.0
"Want a yummy alternative to granola?  I crumble this bar on top of my morning oatmeal or greek yogurt.  It adds the perfect amount of sweetness and satisfying crunch, in addition to a nice hit of protein.  Highly recommend!",4.0
Sabor incomparable. Realmente buenas barras.,5.0
I usually have one of these before a longer afternoon run or in the morning if I don't have time to make breakfast. This blueberry or banana flavors are by far the best flavors. Chewy consistency without sticking to your teeth.,5.0
Love the bars but is it too much to ask NOT to send bars with a few months until pull date.,1.0
"I'm sure this is good for you, but it has the consistency of unbaked dough which I found very unappealing.",2.0
A really nice and relatively healthy and filling snack that also gives some decent protein gains. It's really decently sweet and the chocolate chips make it all so much better. Hoping to get a chance to try some of their other products when I get the chance.,5.0
This is great. I love taking them with me to catch a snack. I must eat very few FODMAPs and these are a great way to catch some protein and not upset my tummy.,5.0
Do NOT buy this product!! I was camping with friends and pulled my bar out of the package to take the last bite and there was a needle embedded in it!!I emailed the company and no response. I called Amazon and they have only offered to return my payment. Who knows how many more have objects in them!,1.0
They are awful and I intend to give them away.,1.0
We love this product but these bars expire in one month which is not really enough time to eat them. Very annoying that this would be sent!,1.0
When I’m on the go… driving around this is great to carry in my bag… I don’t have to worry about anything melting… most nut bars have chocolate on them… i love them but u can’t leave them in your warm car… this can replace a meal,5.0
These power bars are arriving with an unbearable overly strong Febreze type smell! Until things change….you should stay away from purchasing these!,1.0
I liked them bc they were free from alot of preservatives. Being a dialysis patient you have 2 watch ur persevatives which raise ur potassium & phosphorus to levels that cause you to be sick.  So theyre worth $1 a piece.,5.0
These are horrible tasting and hard as a rock.,1.0
If you want rice krispy treats without the good stuff then it's good,5.0
Tasted so good ate them all in one day,5.0
That's really all you need to know they're yummy!,5.0
We always search for organic options when available.  This treat still tastes delicious while offering better ingredients being organic!,5.0
"They are not bad, but I have tried better. They are really crispy crunchy. The flavor isn’t bad either.",4.0
"Received today April 27,2023. Product expired April 18, 2023",2.0
I got them to try and next I know the box is gone. These are rather addictive and my go to snack now.,5.0
i will not recommend or be purchasing again the flavor was unpleasant and they were harder than biting into a mouth full of pebbles would give zero stars if i could,1.0
nice for single person. individual wrapped.,5.0
"all is good about oatmeal creme pies but, it takes to lone for shipping and i have prime,,,,, 8 days later still waiting",5.0
Great taste and good value. Great value for the money.,5.0
"These things are actually a curse for me. They are addictive and I admit I'm addicted to them. I have tried other brands of oatmeal cakes like these and they're just not as tasteful as Little Debbie. Will definitely, without a doubt, buy more",5.0
NA,5.0
"My box arrived promptly and undamaged.Unfortunately the creme pies taste old - the cookie part is tough and chewy, the creme filling is slightly grainy. Two of them were in bags that weren't heat sealed along one edge, obviously I just threw those ones away.Overall not a good purchase. I'm a fan of these when they're fresh, but this isn't the way to get a fresh creme pie apparently.",2.0
Definitely delicious and very tasty. Thank you for the tip about the other options and I hope to get some more of these soon. I love the look and taste of these healthy options and I’m going to keep getting them as snacks.,5.0
"I have a unhealthy addiction to these oatmeal cream pies.  It's hard to stop eating them but I don't want to stop. Like, I totally could if I wanted to. I think or maybe not.  I blame this product and it's deliciousness!",5.0
They sure don’t taste the same and is smaller than I remembered but they are still good.,4.0
"Can't keep them around but good to get delivered,",5.0
This is delicious!,5.0
Package was broke and taste disgusting,1.0
Great price for so many! I love being able to find my favorite Mexican treats online!,5.0
My new favorite candy. Ive ordered twice now and haven't been let down yet. Will order again,5.0
I purchase these for my son bday party and I ending wit a huge problem one of the parent came so upset telling me the I gave expired candies can’t believe this happen too me next time I will check expiration date. So disappointed,1.0
Worth the money we spend on it!,5.0
"I share with my neighbors,  sons fun",5.0
Even my dogs love it. They’re chihuahuas. Lol.,5.0
"Really loved this product and didn’t arrive melted at all. I was expecting that to happen, because I live in a very warm area, but they were great! Loved the taste, even more than other brands!",5.0
The taste is very different not spicy just a weird taste. Very disappointed 😞,2.0
"I love these. The flavors I was able to try are amazing. The only thing is the pack I got only had 2 out of 3 flavors, so I didn't get to try the Blue Hawaii.",3.0
Melted mess,2.0
These are bomb,5.0
Very delicious and came in the mail super fast,5.0
The flavors in this 3 pack are all super  good. They all are like tropical flavors,5.0
Better than expected,5.0
Tasty flavor,5.0
Got this for my kiddos who love unique candy flavors. It was a hit.,5.0
The sherbet is the best! The other ones are raspberry tasting but good!,4.0
Taste really good,5.0
"This is a great snack, tastes same as nutrigrain",5.0
These are very hard breakfast bars. Do not recommend.,1.0
"My son is allergic to eggs, and while we can still get the brand name version, my 2 nephews is also allergic to eggs, but dairy and peanuts as well. These have no milk in them which is fantastic, so I bought a bunch to keep at our house for them when they come over so they don’t feel left out.",5.0
"I liked the taste 👅, price 💰 and the delivery 📦.",5.0
"I tried strawberry & blueberry. Lots of filling, though bars are on the small side. Good with coffee or tea. Will keep buying.",4.0
They were stale. Bottom crust was very hard,1.0
"Taste great. As a diabetic, it was useful to bring up low blood sugars.",5.0
These about made me get sick. They taste like two pieces of cardboard with strawberry jelly in the middle. YUK!,1.0
"These were gone in a day or two. They were so tasty, and cheaper than more known brands.",5.0
"I love raspberry, but we go through twice as many of the blueberry bars...use them for snacks and dessert.",5.0
"I will have to cancel this subscription. I guess no one cared to check the expiration  date. The candy had turned white,that's how old it was.",2.0
Great candy and 9.0 ounce bag is the perfect size to last several days .,5.0
These are just skittles on Amazon. But they were good. I sent them out of the country for someone to try.,5.0
hard to the point they were inedible. Obviously sitting in a warehouse somewhere way too long. Wound up throwing the whole bag away.,1.0
Normal taste. But why are they oxidized and powdery? The expiration date is a year away. I think you need better storage.,2.0
Can't go wrong with a big bag of Skittles.,5.0
I haven't been able to leave the house much lately. Ugh! There was a small promotion going on for the size. They definitely worth the money and being delivered was the added bonus!,5.0
Perfect flavor and texture!,5.0
"Gave me a sick stomach and bad aftertaste. Received bag in April/23, expires in July/23. Bag was crumpled but not opened. Upon opening noticed the color of the skittles were not so bright. Many had melt marks like they were exposed to a hot environment and stuck to each other. Then there's a weird dusty grey coating, no idea what that is. Ate about 20, mistake.",1.0
"Use by date was still 2 months into the future but the product was extremely stale- rock-hard, discolored, and completely inedible.  Whole bag thrown out.",1.0
I love this stuff!,5.0
Fast delivery and great snack mix. It was fresh and will definitely purchase again.,5.0
"Love these. Arrived ok, no damages.",4.0
"We thoroughly enjoyed this traditional snack mix!  It was fresh, tasty, with just the right amount of seasoning.  A good ""throw-back!""",5.0
There were not enough pretzel pieces.,4.0
Great flavor.,5.0
"The snack itself is great, though not necessarily in powder form. It was shipped in a bag, so the snack didn't make it in one piece",4.0
"These crunchy delights are so good, they are impossible to put down! More please!",5.0
"So good that my neighbor stole mine and I had to order another!!Unfortunately now I can't eat them because I've just had emergency oral surgery, but they taste great 😭😭😭 I just can't have any!",5.0
It was a delicious snack.,5.0
"I love these & normally have zero issues .They arrived on a warm day, but not hot .I brought package in as soon as they arrived, the chocolate was already melted & a mess from being in the delivery truck all day. I tried to return, but it wasn’t allowed, I just tossed them.",1.0
I LOVE the mini and thin version of this bar.  These are the BEST!,5.0
"These are so far the only flavor of Kind bars that I eat. If you can afford to keep them around, they're a good alternative to the more common junk food.",5.0
great for snacks.,5.0
I love that I can order this flavor alone vs.  In a multi flavor pack.,5.0
always very tasty snack,5.0
Not as flavorful as I expected but some may like the salty flavor.,3.0
I enjoyed these and will buy more in the future,4.0
OMG the only bad thing about these is it’s hard to stop with just one!,5.0
"Wow! These are delicious, the perfect size, and so fresh.",5.0
ok some pieces was not fully formed,3.0
They have gotten smaller than they usually are. Wonder why they changed. Same flavor.,4.0
I thought this was one box nope it’s many. My bf loves them I don’t. But I can taste cinnamon and sugar in the air when he eats them so they must be good.,5.0
"I have ordered these many times, this time, even though the expiration date is May 2024, they are extremely stale. Very disappointing.",1.0
"Fast delivery, perfect packaging, delicious candy.",5.0
👍,4.0
My hot tamales are very hard and chewy. Not like the typical ones I usually get. I think these have been sitting around or something. Definitely not fresh.,4.0
Always good,5.0
perfectly fresh and delivered on time,5.0
These were Sykes old tasting. Defiantly not fresh,2.0
The freshness & flavors are out. I had to eat a 2nd one.,5.0
I really like that it wasn’t squished box and fresh.,5.0
"I didn't expect to like these as much as I do. They are REALLY good. I like the blueberry and vanilla bars, too. :)",5.0
"Looks like I’m going to have to give up one of my favorite snacks. I’ve discovered that these cause bad gas. This flavor is the worst. Also the caramel.The one that causes the least gas is the dark chocolate almond.It’s disappointing. Neither nuts or cranberries give me gas, so it must be something else.The last box I got was really lacking in cranberry pieces, too.",3.0
Love these KIND Bars. Tasty and Healthy.  Good value for the money. Arrive Quickly.,5.0
Kind makes some great stuff. This? Not so much.,3.0
It has funky smell and my kids refuse to eat.,1.0
These cranberry kind bars are delicious. I started eating kind bars 15 years ago when I began to change my diet in a quest to lose weight. Over an 18 month period and 2 kind bars a day combined with a healthy diet I lost 160 pounds. I still eat 2 bars per day.,5.0
"Want a yummy alternative to granola?  I crumble this bar on top of my morning oatmeal or greek yogurt.  It adds the perfect amount of sweetness and satisfying crunch, in addition to a nice hit of protein.  Highly recommend!",4.0
Sabor incomparable. Realmente buenas barras.,5.0
"These cookies are really outstanding. The vanilla's additiion was a welcome addition to a really great cookies. Even better. They are a perfect accompaniment to a cup of coffee, tea or a glass of milk. An outstanding.experience!",5.0
"My God, these things are incredible.  But it's impossible to eat just one, you have to eat the entire package.  That's about 8 times the recommended maximum daily amount of butter.  Your arteries will look like the Los Angeles freeway during rush hour, except the cars will be chunks of deadlocked fat throughout your circulatory system.  But who cares, the taste is worth dying for!!",5.0
"I like that was light cookie , excepted more butter flavor … disappointed",3.0
A good tasting snack along with a nice cup of coffee.,5.0
"They are larger cookies than other brands,",3.0
I love Walker Scottish Shortbread cookies.Great with a cup of tea or coffee,5.0
Delicious cookies!,5.0
They are always so great.Maple crème to cookie ratio is amazing. They’re always so nice tasting.,5.0
"The flavor & texture of these is great!Taste like my grandma made.  BUT,They arrived all in pieces. They make a fantastic cookie & should be proud  & pkg them better to arrive whole for guests etc. I'd send as gifts if could know they would arrive better. Work on this folks cause their GREAT COOKIES!!!",4.0
"Thought I would try these as a treat as I remembered them.  Either the recipe has changed or perhaps it's my taste buds, but I was disappointed.",2.0
"When I ordered these, the first time they came and the bag was opened. Because I was leery about eating a food product that might have been tampered with, I got a refund. I ordered a second time and they came perfect and were delicious. Good customer service!",5.0
Good for kids,5.0
Came perfectly packaged and a great big bag of candy! Just what we needed,5.0
GREAT TO CARRY IN BACKPACK,5.0
I buy smarties in bulk a couple times a year to use as incentive for good behavior. These arrived quickly but were just loose in the box. No bag.,4.0
Always delicious!,5.0
Did your job,5.0
These candies are getting hard to find in stores. Much more convenient than searching all over for them. And they are always good quality and fairly good price.,5.0
"Cheap bulk price with all the flavor still present. These arrived quickly, undamaged, and were used in my classroom to motivate students before the state assessment.",5.0
Easter candy purchase. Horrific smell when opened bag - like rotten fish. Candy wrappers all smell fishy. I cannot use this product and there is NO WAY to return this. This seller is dumping bad candy and you have no recourse. You have been warned.,1.0
It has both sweet taste with just enough salt to make it munch.,5.0
Love that this is a bigger box than sold in stores. Easy for snack and to toss in school lunches. My 9 year olds go to for a snack.,5.0
Good,5.0
Love the taste and is all the snack you need between meals.,5.0
My husband and I really enjoy these granola bars especially the chewy ones. Takes away that hunger feeling.  Very filling you actually feel like you’ve eaten something that will keep you to the next meal,5.0
Love them. Always fresh!,5.0
"These taste really good.  We were sampling for snack bags for homeless.  Teeth being in good repair is necessary.  I was saddened - the price and flavor is good, but only if you chew them.",4.0
LIKED FLAVOR,5.0
I was so excited to see these in a bigger box at a great price....I use to be addicted to these yrs ago so I stopped purchasing them lol....I got a box of 6 in the store a few days ago and it reminded me of how Amazing they were...So I purchased these On Amazon and definitely Not the same Fresh Melt in your mouth taste...I won't buy these on here again.... however....I shouldn't have been getting them anyway... so I guess it was supposed to happen that way😭,2.0
good snack bar,5.0
"Warning do not attempt. You might die. Extremely dangerous. I've eaten three years worth. Do not rub your eyes, immediately wash your hands after handling, may cause extreme burning sensation. Tomorrow morning will be worse.",5.0
"So, like many teenage boys in our world today, the teen in my household wanted to try the One Chip Challenge. I was familiar with this challenge beforehand, but knew it was going to intense! I agreed to order it for him, as long as he did the challenge at home and I was present. It was delivered in the package with its own packaging (like pictured), and had instructions or better yet, warnings and educational information about the chip itself. Gloves were included as well. Let me tell you... he didn't last even a minute! He chugged so much milk, that he felt sick a couple days later. YOLO, but even he said he wouldn't do it again haha. So if you're down to experience the intense heat, stomach pain, and possibly other side effects, this is for you!",4.0
Quick delivery in perfect condition,5.0
"And now I know why no one liked Warren Harding. Ewwww, bro. Eww.This chip is a shingle from the saddest house that perished along with the rest of Alderaan.Carrot Top is a vibe nowBob Ross spoke 38 languages (fifteen of which he wrote himself)Now, for some happy trees!",4.0
Only a quarter of it very hot and taste so bad,5.0
I can tolerate HEAT but this go crazy,5.0
The chip tasted super stale.  Would never buy again.,1.0
"My husband loves hot food! He has an ongoing, and growing collection of the world's hottest foods, salsa, sauces, and any other hot extract that we can find. He was able to beat the heat for well over ten minutes, but had a really bad belly ache for a few days afterwards.  I was worried he damaged his stomach lining.",5.0
Theirs good flavorful spicy then theirs spicy for no reason . This is definitely spicy for no reason & there is no flavor to it just spice that will have you hating yourself for even trying it . This is by far the dumbest “challenge” anyone could try & a waste of money,1.0
When I bought this chip I was thinking I can down this chip with no problem but then the heat started to get to me and then I was on fire.,5.0
"It’s tasty, but boy is it tiny. Maybe it just seemed bigger when I was a kid? I feel like they used to be thicker and longer, but maybe that’s just me. Still so good though lol. Maybe it’s meant for kids, I don’t know. Sharpie for scale.",4.0
Stale,1.0
These are very tasty.  The price cud not be beat.,5.0
"While the product is what it says it is, the flavor of the icing that holds everything together utterly overpowers everything else making it more like an icing bar than a cereal bar.",1.0
Taste great. Pack these for school lunch. Works perfect.,5.0
Good value for this product!,5.0
Works great for husbands snacks in his lunch,5.0
I bought them for my grandson. My son says he loves them!,5.0
Have reordered this deliciousness.,5.0
"I really wanted something that tasted like Lucky Charms.  This is like soggy/chewy Lucky Charms. :(  And they're really sweet.  If you like that, have at it, otherwise take a pass.",2.0
"I bought this for my Mother, she likes the gum.",5.0
Former smoker love this gum,5.0
"That’s all, thanks!",5.0
"Disappointed to why I received several envelopes of the gum, rather than one box",5.0
This sugar free gum satiates my sweet cravings and helps me not to overindulge.  I keep it handy to prevent over indulging calorically.,5.0
This has always been good gum.Amazing flavor for being so small it's very powerful and lasts for a while.You won't be disappointed.,5.0
No tengo mucho que comentar volveré a comprar y la próxima vez más .XD,5.0
"Gum was stale, clearly old",1.0
I love Orbit and trident. Cannot go wrong with minty icy flavors. They are fresh never stale.,4.0
the flavor lasts for hourssss and it’s really good,5.0
Horrible shelf life only 20 days,1.0
"I live 40 minutes from a rather rural convenience store that offers Ruffles and bags have radically gone up in my area. Having this as an option for convenient shipping and pricing, It's a no brainer!",5.0
EXCELLENT snack!,5.0
Like,5.0
Thumbs up,5.0
good product,3.0
Old tasting,1.0
I have purchased these chips more than once and they are always fresh and tasty.My family and I love the variety of flavors. Great with a sandwich or just a snack.  I like to dip them in cheese dip!,5.0
"Once upon a time, I embarked on a snack quest, To devour Ruffles' Variety Pack, I must confess. But little did I know, a perilous fate awaited me, As I indulged in chips, sodium's captive, I would be.First, I savored the Classic Original, oh so divine, But with each salty bite, a warning did align. My taste buds rejoiced, but my poor body did groan, For sodium's grip tightened, turning my gut to stone.Then came Sour Cream and Onion, a tangy affair, I couldn't resist, I ate without a care. But alas, my belly swelled, like a bloated balloon, As sodium's mischief worked, sealing my doom too soon.Cheddar & Sour Cream beckoned, a cheesy delight, But as I gobbled them down, my pants grew tight. Oh, the sodium overload, a villainous crime, My belly expanded, like the sands of time.So heed my warning, dear snack enthusiasts of glee, Ruffles' Variety Pack, enjoy but in the modest decree. For sodium's wrath, a bloated fate it may bestow, Leaving you puffed up, like a Shakespearean tragedy's woe.But fear not, my friends, for in laughter we find release, Let this be a lesson, a reminder to decrease. Indulge in Ruffles' delights, but with caution be wise, Lest you suffer the sodium's wicked surprise!",5.0
"These were fresh, well within best by dates, tasted great and arrived well packaged.  At 37c an ounce these are perfect single servings and the kids are happy.",5.0
Great,4.0
Arrived extremely fast. But they taste and feel stale and gross. Not a fan.,1.0
Love these granola bars plus only 110 calories! Win win!,5.0
Its not quite like the cereal but it taste great,5.0
They are flat.,3.0
Great taste. Nice and light. Reordered.,5.0
"Family loves them, great price. Thank you",5.0
"This helps fill my sweets craving and only 100 cals. I’ve lost 70lbs and these help me stay on track when I’m wanting something sweet but don’t want to eat a lot of calories. Tastes so close to an actual candy bar; feels like I am indulging. I was worried that one wouldn’t be enough, but they’re rich enough so I’m satisfied with one. Going to stock up for sure!",5.0
Liked all cause I ate whole box,5.0
I love Reece’s… these just aren’t for me.  I have to my stepsons.  They seem to enjoy them.,3.0
"This what you would think it is. The idea may work for some people. You just bought almonds that taste like corn, something that is not near as expensive. It worked. However, I think I'll go buy some corn next time (and some almonds that taste like almonds.)",3.0
Most of the flavors are bold… this one was just not impressive,4.0
Next day delivery. Good price,5.0
Great taste.,5.0
"Delicious flavor adheres to the almond. Other Flavorings are in the bottom of the container/bag of others I've tried. Corn syrup is problematic. It would be in my best interest to eliminate them from my snack options. In this instance, this is a built in discipline for me. Can't eat too many at  once.",5.0
Dynamic taste. Not spicy,5.0
"Love the flavor, just the right amount of kick",5.0
"Nice flavor,almonds are fresh don't break your teeth.",5.0
"I bought a can of these just to try the different flavors. I am a bit confused as to how almonds can taste like corn, but they do! Sorcery!Good flavor, bought a second can along with a few more flavors.",5.0
"I was expecting them to be hotter, given that they are called Carolina reaper. However, they are hot enough and taste really good.",4.0
It takes a huge load off my mind to know that I have a box of good clean protein in my pantry.,5.0
"I ate them all. Flavors good. Not chalky, not powdery and they are filling.  Great snack before a workout.",4.0
absoFREAKINGly DEEEEEEELICIOUS:),5.0
"This is possibly the best tasting protein bar I've ever had. The texture is nice and soft, with chocolate chips scattered through it, and it has that almost coffee taste that really good dark chocolate has. Bonus, it's not got that weird ""protein powder"" flavor that the whey based ones tend to have. Definitely going to be buying this flavor regularly!",5.0
I also enjoy the chocolate chip ones. Just wish they weren’t so pricey!  These are my once in a while splurge.  Great product!,5.0
"Bars are made with soft nougat with small chips of chocolate and cookie dough, which is good texture-wise as long as your teeth and gums don't hurt. Flavor is sweet and rich, very balanced. If there's a better vegan protein bar, I'd like to know",5.0
"$17.99 for a 12 pack of protein bars is pretty expensive, they taste great & are travel friendly only in ideal temperatures that aren't too warm. The chocolate would melt together.",5.0
I loved these until the Erythritol studies came out linking that sweetener to blood clots and heart attack.  I've decided I have to forego them and hope they will use a different sweetener.,2.0
"Tastes like cookie dough, I eat them for dessert and snacks. I love that there's not a high calorie option with still a decent amount of protein, holds me over well.",5.0
"I like these bars, –decent flavor and consistency, –but the actual size of the bars has slowly but steadily shrunk over the years. The wrapper has remained consistent, but the bar inside is smaller. This last shipment, the bar only occupies 3/4s of the wrapper, whereas 2 years ago, it filled the wrapper. Seems that rather than raise the cost over time, they shrunk the size. I noticed. Orgain, do better! And please make 4 oz size while you're at it.",3.0
Grandkids love them,4.0
Taste just like Starburst!,5.0
they tasted stale and left a bad flavor in your mouth,1.0
Not as good as I remember them being when I was a kid.,4.0
Better than the original,4.0
Not great not bad,3.0
"I was so bummed about the flavor of these. The ""strawberry"" didn't taste like anything and the ""lemon"" tasted like I was chewing on a lemon peel. The ""orange and cherry had some flavor but were still disappointing.",1.0
